satNo,name,line1,line2,inclination,apogee,raan,argument_of_perigee,eccentricity,mean_motion,hdbscan_labels
66637,STARLINK-35953,1 66637U 25271W   26026.93570042 -.00399404  00000-0 -13022-1 0  9991,2 66637  53.1597 333.9023 0002321  91.2963 268.8305 15.32976032 11171,53.1597,475.6645911047887,333.9023,91.2963,0.0002321,15.32976032,-1
66638,STARLINK-35972,1 66638U 25271X   26026.66667824  .00060900  00000-0  20542-2 0  9997,2 66638  53.1586 335.3859 0001085  88.2696 109.2205 15.30157397  5867,53.1586,483.2228797510434,335.3859,88.2696,0.0001085,15.30157397,-1
66639,STARLINK-35908,1 66639U 25271Y   26027.25001157  .00073318  00000-0  24673-2 0  9991,2 66639  53.1579 332.4935 0001366  85.9236 179.8620 15.30147155  5741,53.1579,483.4460490518082,332.4935,85.9236,0.0001366,15.30147155,1679
66640,STARLINK-35921,1 66640U 25271Z   26027.12214367  .00075262  00000-0  18714-2 0  9997,2 66640  53.1600 332.9338 0001659  46.1687 313.9455 15.39646501 11207,53.16,455.42314706115985,332.9338,46.1687,0.0001659,15.39646501,1639
66641,STARLINK-35923,1 66641U 25271AA  26027.16182722  .00040958  00000-0  13874-2 0  9997,2 66641  53.1624 333.1740 0001165 100.6820 259.4312 15.30200319 11201,53.1624,483.1495323481113,333.174,100.682,0.0001165,15.30200319,1724
66642,STARLINK-35926,1 66642U 25271AB  26027.08490436  .00035466  00000-0  12035-2 0  9999,2 66642  53.1594 333.4048 0001112  94.5286 265.5842 15.30210489 11150,53.1594,483.0828406024203,333.4048,94.5286,0.0001112,15.30210489,-1
66643,STARLINK-35918,1 66643U 25271AC  26027.25001157  .00086017  00000-0  28860-2 0  9998,2 66643  53.1601 332.3200 0001341  77.2121 275.7714 15.30165080  5855,53.1601,483.37538472249264,332.32,77.2121,0.0001341,15.3016508,1587
66644,STARLINK-35938,1 66644U 25271AD  26027.15866224  .00043625  00000-0  14754-2 0  9997,2 66644  53.1611 333.1572 0000949 129.7895 230.3189 15.30223319 11201,53.1611,482.9328204767257,333.1572,129.7895,9.49e-05,15.30223319,1724
66645,SZ-22,1 66645U 25272A   26027.22862482  .00029284  00000-0  33868-3 0  9992,2 66645  41.4668 100.1488 0009611  12.9721 347.1363 15.61162625267646,41.4668,397.933969785423,100.1488,12.9721,0.0009611,15.61162625,411
66655,CAS500-3,1 66655U 25274F   26026.77037821  .00000015  00000-0  70001-5 0  9998,2 66655  97.7331 318.0809 0003176 214.3294 145.7720 14.91407661  9117,97.7331,602.8966161921676,318.0809,214.3294,0.0003176,14.91407661,76
66664,SOYUZ MS-28,1 66664U 25275A   26027.14328214  .00011252  00000-0  21756-3 0  9996,2 66664  51.6321 277.7306 0011150  34.3982 325.7726 15.48216781  1283,51.6321,436.66165572709497,277.7306,34.3982,0.001115,15.48216781,959
66666,FORMOSAT-8A,1 66666U 25276A   26027.15736400  .00004342  00000-0  32990-3 0  9994,2 66666  97.6554 103.4509 0012064  71.0990 289.1542 15.02630203  8909,97.6554,574.295299616349,103.4509,71.099,0.0012064,15.02630203,-1
66667,PELICAN-5,1 66667U 25276B   26024.85502765  .00013667  00000-0  67665-3 0  9991,2 66667  97.4374 100.8801 0004438 115.4950 244.6743 15.17892570  8664,97.4374,522.4058498990936,100.8801,115.495,0.0004438,15.1789257,299
66670,HUNITY-1,1 66670U 25276E   26027.16303468  .00039622  00000-0  18645-2 0  9993,2 66670  97.4240 103.0588 0008138 145.9641 214.2117 15.19408062  9012,97.424,520.369061404705,103.0588,145.9641,0.0008138,15.19408062,-1
66672,BRO-17,1 66672U 25276G   26027.13502656  .00004565  00000-0  23482-3 0  9996,2 66672  97.4343 103.0174 0008129 125.5817 234.6175 15.16913608  9001,97.4343,527.9156915164255,103.0174,125.5817,0.0008129,15.16913608,398
66674,BRO-20,1 66674U 25276J   26027.13010811  .00005278  00000-0  26979-3 0  9991,2 66674  97.4322 103.0074 0007667 128.9049 231.2870 15.17062941  9000,97.4322,527.1445013672467,103.0074,128.9049,0.0007667,15.17062941,398
66678,LEMUR-2-DEANANDMAEVE,1 66678U 25276N   26026.26698729  .00009237  00000-0  46511-3 0  9991,2 66678  97.4361 102.2017 0007295 126.2063 233.9846 15.17390468  8873,97.4361,525.8954504274893,102.2017,126.2063,0.0007295,15.17390468,386
66679,LILIUM-2,1 66679U 25276P   26027.13165350  .00004074  00000-0  20945-3 0  9995,2 66679  97.4311 102.9980 0007296 129.9659 230.2216 15.16998851  9003,97.4311,527.083055731766,102.998,129.9659,0.0007296,15.16998851,398
66680,LEMUR-2-DEANANDMAEVE,1 66680U 25276Q   26027.12215749  .00012189  00000-0  60901-3 0  9996,2 66680  97.4373 103.0544 0007180 125.4610 234.7295 15.17588308  9000,97.4373,525.2167798389811,103.0544,125.461,0.000718,15.17588308,-1
66686,LEMUR-2-STAS-GORBUK,1 66686U 25276W   26026.45805382  .00009112  00000-0  45659-3 0  9990,2 66686  97.4402 102.4368 0006677 124.1889 235.9979 15.17569825  8903,97.4402,524.9261403370723,102.4368,124.1889,0.0006677,15.17569825,386
66688,WISDOM-A,1 66688U 25276Y   26026.65334133  .00008319  00000-0  41635-3 0  9993,2 66688  97.4378 102.6178 0006250 124.3373 235.8453 15.17639161  8935,97.4378,524.4218531650193,102.6178,124.3373,0.000625,15.17639161,385
66689,AC1-003,1 66689U 25276Z   26027.17808618  .00004403  00000-0  22318-3 0  9993,2 66689  97.4362 103.1284 0003982 126.0677 234.0926 15.17466778  9016,97.4362,523.3810296244957,103.1284,126.0677,0.0003982,15.17466778,758
66692,NUSAT-52,1 66692U 25276AC  26027.16805163  .00010048  00000-0  49726-3 0  9992,2 66692  97.4366 103.1466 0004070 132.1032 228.0549 15.17986867  9018,97.4366,521.8668147689058,103.1466,132.1032,0.000407,15.17986867,757
66694,YAM-9,1 66694U 25276AE  26027.23526417  .00010274  00000-0  58075-3 0  9992,2 66694  97.4364 103.2049 0010465  82.9986 277.2436 15.13229697  9020,97.4364,540.720841717246,103.2049,82.9986,0.0010465,15.13229697,-1
66695,IRIDE FM1,1 66695U 25276AF  26026.93805913  .00016370  00000-0  78583-3 0  9999,2 66695  97.4346 102.9766 0002764  94.0057 266.1493 15.18934011  8981,97.4346,518.1016456847973,102.9766,94.0057,0.0002764,15.18934011,-1
66696,IRIDE FM2,1 66696U 25276AG  26027.16853146  .00014958  00000-0  73658-3 0  9995,2 66696  97.4335 103.1186 0004770 134.9860 225.1762 15.18061261  9011,97.4335,522.1239073307635,103.1186,134.986,0.000477,15.18061261,603
66697,IRIDE FM3,1 66697U 25276AH  26027.13993445  .00014307  00000-0  69137-3 0  9995,2 66697  97.4338 103.1568 0002809  95.1546 265.0009 15.18733593  9010,97.4338,518.7387025961419,103.1568,95.1546,0.0002809,15.18733593,755
66698,IRIDE FM4,1 66698U 25276AJ  26027.17237909  .00010614  00000-0  52687-3 0  9995,2 66698  97.4337 103.1150 0005183 128.9526 231.2171 15.17860800  9014,97.4337,523.0153771884953,103.115,128.9526,0.0005183,15.178608,603
66699,IRIDE FM5,1 66699U 25276AK  26025.19229884  .00013541  00000-0  66911-3 0  9996,2 66699  97.4352 101.1856 0005379 134.5850 225.5824 15.17958943  8716,97.4352,522.8532677498916,101.1856,134.585,0.0005379,15.17958943,299
66700,IRIDE FM6,1 66700U 25276AL  26027.13692698  .00015246  00000-0  73285-3 0  9998,2 66700  97.4370 103.1860 0003076  91.0089 269.1498 15.18903223  9016,97.437,518.4096230703005,103.186,91.0089,0.0003076,15.18903223,661
66701,IRIDE FM7,1 66701U 25276AM  26027.17028931  .00012947  00000-0  63969-3 0  9999,2 66701  97.4367 103.1422 0005408 128.6472 231.5246 15.17974573  9010,97.4367,522.8259267219454,103.1422,128.6472,0.0005408,15.17974573,757
66702,IRIDE FM8,1 66702U 25276AN  26027.16948411  .00014676  00000-0  72234-3 0  9999,2 66702  97.4345 103.1248 0005125 133.6247 226.5413 15.18079066  9019,97.4345,522.3145965720397,103.1248,133.6247,0.0005125,15.18079066,603
66703,PELICAN-6,1 66703U 25276AP  26026.63906522  .00005140  00000-0  24907-3 0  9998,2 66703  97.4363 102.6179 0001949 126.0818 234.0597 15.18970616  8935,97.4363,517.4296693465719,102.6179,126.0818,0.0001949,15.18970616,385
66704,FLOCK 4H 1,1 66704U 25276AQ  26027.14163286  .00010353  00000-0  50200-3 0  9995,2 66704  97.4334 103.1475 0003552  91.6563 268.5078 15.18695304  9019,97.4334,519.3662762239612,103.1475,91.6563,0.0003552,15.18695304,756
66705,FLOCK 4H 2,1 66705U 25276AR  26027.13956382  .00011105  00000-0  53668-3 0  9999,2 66705  97.4325 103.1478 0002903  94.9966 265.1600 15.18793478  9010,97.4325,518.6223399015748,103.1478,94.9966,0.0002903,15.18793478,756
66706,FLOCK 4H 3,1 66706U 25276AS  26027.16643507  .00011544  00000-0  57015-3 0  9992,2 66706  97.4391 103.1661 0005258 125.4524 234.7201 15.18016958  9014,97.4391,522.5942535184752,103.1661,125.4524,0.0005258,15.18016958,-1
66707,FLOCK 4H 4,1 66707U 25276AT  26027.17641056  .00011127  00000-0  55353-3 0  9991,2 66707  97.4368 103.1395 0005953 127.0437 233.1342 15.17770944  9016,97.4368,523.8180554353464,103.1395,127.0437,0.0005953,15.17770944,757
66708,FLOCK 4H 5,1 66708U 25276AU  26027.13870054  .00009494  00000-0  46024-3 0  9999,2 66708  97.4332 103.1551 0002013  96.8977 263.2486 15.18727946  9016,97.4332,518.2075105177332,103.1551,96.8977,0.0002013,15.18727946,755
66709,FLOCK 4H 6,1 66709U 25276AV  26027.14857466  .00009771  00000-0  47727-3 0  9992,2 66709  97.4379 103.1820 0004603 103.7164 256.4583 15.18450153  9015,97.4379,520.8318792325127,103.182,103.7164,0.0004603,15.18450153,-1
66710,FLOCK 4H 7,1 66710U 25276AW  26027.16595017  .00011706  00000-0  57775-3 0  9992,2 66710  97.4335 103.1191 0003246 139.2188 220.9289 15.18043336  9012,97.4335,521.1281502329549,103.1191,139.2188,0.0003246,15.18043336,603
66711,FLOCK 4H 8,1 66711U 25276AX  26026.63817460  .00011198  00000-0  55223-3 0  9994,2 66711  97.4376 102.6410 0004554 136.3270 223.8325 15.18078101  8930,97.4376,521.9241110212831,102.641,136.327,0.0004554,15.18078101,385
66712,FLOCK 4H 9,1 66712U 25276AY  26027.14817910  .00010113  00000-0  49329-3 0  9998,2 66712  97.4370 103.1768 0004712 108.8924 251.2821 15.18490054  9014,97.437,520.7862337815621,103.1768,108.8924,0.0004712,15.18490054,-1
66713,FLOCK 4H 10,1 66713U 25276AZ  26027.17369735  .00011299  00000-0  56034-3 0  9996,2 66713  97.4342 103.1177 0005815 127.3369 232.8395 15.17874614  9010,97.4342,523.4090227937232,103.1177,127.3369,0.0005815,15.17874614,603
66714,FLOCK 4H 11,1 66714U 25276BA  26027.15309568  .00021119  00000-0  10183-2 0  9999,2 66714  97.4357 103.1642 0004189 136.4509 223.7057 15.18721644  9013,97.4357,519.7253625381859,103.1642,136.4509,0.0004189,15.18721644,-1
66715,FLOCK 4H 12,1 66715U 25276BB  26026.41805259  .00008956  00000-0  43596-3 0  9995,2 66715  97.4340 102.4389 0003632 101.0603 259.1040 15.18598796  9218,97.434,519.7133038409007,102.4389,101.0603,0.0003632,15.18598796,386
66716,FLOCK 4H 13,1 66716U 25276BC  26027.13735549  .00011806  00000-0  57007-3 0  9990,2 66716  97.4375 103.1900 0002630  85.5222 274.6313 15.18806399  9018,97.4375,518.3952339093173,103.19,85.5222,0.000263,15.18806399,661
66717,FLOCK 4H 14,1 66717U 25276BD  26026.99946055  .00010806  00000-0  51930-3 0  9998,2 66717  97.4362 103.0581 0002389  83.4070 276.7437 15.18996666  8249,97.4362,517.6539421857782,103.0581,83.407,0.0002389,15.18996666,-1
66718,FLOCK 4H 15,1 66718U 25276BE  26027.18013822  .00010631  00000-0  53082-3 0  9994,2 66718  97.4371 103.1305 0005458 137.4237 222.7421 15.17655054  9012,97.4371,523.8279410000732,103.1305,137.4237,0.0005458,15.17655054,-1
66719,FLOCK 4H 16,1 66719U 25276BF  26027.17525928  .00010958  00000-0  54479-3 0  9992,2 66719  97.4382 103.1491 0005646 128.3517 231.8225 15.17798384  9017,97.4382,523.5234126481181,103.1491,128.3517,0.0005646,15.17798384,757
66720,FLOCK 4H 17,1 66720U 25276BG  26027.14276462  .00009949  00000-0  48347-3 0  9992,2 66720  97.4385 103.1965 0004516  94.3552 265.8199 15.18625115  9013,97.4385,520.2426000540182,103.1965,94.3552,0.0004516,15.18625115,660
66721,FLOCK 4H 18,1 66721U 25276BH  26027.17872394  .00014258  00000-0  70850-3 0  9995,2 66721  97.4330 103.0988 0004712 143.7272 216.4282 15.17754212  9019,97.433,523.013584357121,103.0988,143.7272,0.0004712,15.17754212,604
66722,FLOCK 4H 19,1 66722U 25276BJ  26027.12749817  .00007801  00000-0  37259-3 0  9996,2 66722  97.4334 103.1703 0002947  77.7215 282.4349 15.19303565  8302,97.4334,517.1104831833151,103.1703,77.7215,0.0002947,15.19303565,661
66723,FLOCK 4H 20,1 66723U 25276BK  26027.13202050  .00012794  00000-0  61316-3 0  9999,2 66723  97.4370 103.1944 0004155  81.1414 279.0291 15.19043155  8262,97.437,518.7296148543311,103.1944,81.1414,0.0004155,15.19043155,660
66724,FLOCK 4H 21,1 66724U 25276BL  26027.13149492  .00010870  00000-0  52271-3 0  9993,2 66724  97.4336 103.1655 0003813  83.8724 276.2945 15.18969815  8261,97.4336,518.7158445399479,103.1655,83.8724,0.0003813,15.18969815,661
66725,FLOCK 4H 22,1 66725U 25276BM  26027.16522375  .00012383  00000-0  60993-3 0  9993,2 66725  97.4319 103.1101 0003528 142.5898 217.5582 15.18100932  9013,97.4319,521.1481165353823,103.1101,142.5898,0.0003528,15.18100932,-1
66726,FLOCK 4H 23,1 66726U 25276BN  26027.10979982  .00010534  00000-0  52422-3 0  9992,2 66726  97.4390 103.0866 0005818 122.3497 237.8301 15.17774050  9005,97.439,523.7156244401122,103.0866,122.3497,0.0005818,15.1777405,-1
66727,FLOCK 4H 24,1 66727U 25276BP  26027.17154724  .00010917  00000-0  54147-3 0  9990,2 66727  97.4385 103.1584 0005159 133.6994 226.4668 15.17882693  9017,97.4385,522.9325501166675,103.1584,133.6994,0.0005159,15.17882693,-1
66728,FLOCK 4H 25,1 66728U 25276BQ  26027.13653917  .00011671  00000-0  56367-3 0  9999,2 66728  97.4348 103.1684 0001895  82.6262 277.5187 15.18803169  8296,97.4348,517.8987634464008,103.1684,82.6262,0.0001895,15.18803169,661
66729,FLOCK 4H 26,1 66729U 25276BR  26027.17899711  .00011474  00000-0  57190-3 0  9994,2 66729  97.4349 103.1092 0006162 132.2996 227.8761 15.17695015  9014,97.4349,524.1920355692478,103.1092,132.2996,0.0006162,15.17695015,603
66730,FLOCK 4H 27,1 66730U 25276BS  26027.14194875  .00009470  00000-0  46057-3 0  9995,2 66730  97.4321 103.1420 0002107  96.6753 263.4721 15.18616522  9019,97.4321,518.6092385775876,103.142,96.6753,0.0002107,15.18616522,-1
66731,FLOCK 4H 28,1 66731U 25276BT  26027.17900939  .00010807  00000-0  53905-3 0  9991,2 66731  97.4329 103.1002 0005622 133.8860 226.2839 15.17687106  9014,97.4329,523.8438780847835,103.1002,133.886,0.0005622,15.17687106,604
66732,FLOCK 4H 29,1 66732U 25276BU  26027.17353014  .00010800  00000-0  53682-3 0  9993,2 66732  97.4319 103.0984 0004321 140.6097 219.5452 15.17813975  9016,97.4319,522.5631962109245,103.0984,140.6097,0.0004321,15.17813975,604
66733,FLOCK 4H 30,1 66733U 25276BV  26027.17450914  .00010946  00000-0  54338-3 0  9991,2 66733  97.4378 103.1488 0005548 133.7771 226.3923 15.17850446  9019,97.4378,523.2982311377916,103.1488,133.7771,0.0005548,15.17850446,757
66734,FLOCK 4H 31,1 66734U 25276BW  26027.17631708  .00010235  00000-0  51005-3 0  9993,2 66734  97.4317 103.0949 0004820 138.5486 221.6114 15.17737682  9018,97.4317,523.1380611868259,103.0949,138.5486,0.000482,15.17737682,604
66735,FLOCK 4H 32,1 66735U 25276BX  26027.17550869  .00010718  00000-0  53267-3 0  9990,2 66735  97.4373 103.1411 0005961 131.1038 229.0711 15.17813234  9018,97.4373,523.695496281363,103.1411,131.1038,0.0005961,15.17813234,757
66736,FLOCK 4H 33,1 66736U 25276BY  26027.13285232  .00011523  00000-0  55373-3 0  9991,2 66736  97.4377 103.1965 0003733  78.7752 281.3902 15.18978410  9013,97.4377,518.6347581214831,103.1965,78.7752,0.0003733,15.1897841,660
66737,FLOCK 4H 34,1 66737U 25276BZ  26027.13952611  .00008820  00000-0  42847-3 0  9992,2 66737  97.4388 103.1985 0003806  85.3242 274.8427 15.18674133  8267,97.4388,519.6052673964109,103.1985,85.3242,0.0003806,15.18674133,660
66738,FLOCK 4H 35,1 66738U 25276CA  26027.13565659  .00011525  00000-0  55652-3 0  9999,2 66738  97.4353 103.1736 0003216  76.2647 283.8945 15.18809693  8308,97.4353,518.7888845691215,103.1736,76.2647,0.0003216,15.18809693,661
66739,FLOCK 4H 36,1 66739U 25276CB  26027.01360288  .00010734  00000-0  52254-3 0  9994,2 66739  97.4398 103.0689 0004013  94.1587 266.0106 15.18544927  8995,97.4398,520.1387111333777,103.0689,94.1587,0.0004013,15.18544927,-1
66742,MERCURY ONE (M1),1 66742U 25276CE  26027.15529576  .00011955  00000-0  58426-3 0  9993,2 66742  97.4359 103.1593 0004444 118.9909 241.1771 15.18380045  9017,97.4359,520.9344883973849,103.1593,118.9909,0.0004444,15.18380045,-1
66743,NUSAT-47,1 66743U 25276CF  26027.16329143  .00011233  00000-0  55293-3 0  9991,2 66743  97.4347 103.1331 0002969 118.7950 241.3583 15.18148190  9015,97.4347,520.6199594459487,103.1331,118.795,0.0002969,15.1814819,758
66744,AC1-001,1 66744U 25276CG  26027.17345500  .00004169  00000-0  21081-3 0  9996,2 66744  97.4362 103.1351 0004189 119.7126 240.4525 15.17584147  9018,97.4362,523.1682031836286,103.1351,119.7126,0.0004189,15.17584147,758
66745,AC1-002,1 66745U 25276CH  26027.17051912  .00004605  00000-0  23197-3 0  9993,2 66745  97.4355 103.1298 0003619 109.2490 250.9136 15.17664608  9011,97.4355,522.5317428971435,103.1298,109.249,0.0003619,15.17664608,758
66748,UMBRA-11,1 66748U 25276CL  26027.18317325  .00030106  00000-0  13858-2 0  9997,2 66748  97.4355 103.2643 0003099 112.7010 247.4553 15.20257644  9025,97.4355,514.3329256830998,103.2643,112.701,0.0003099,15.20257644,-1
66749,PIAST-S1,1 66749U 25276CM  26027.14955324  .00010867  00000-0  52993-3 0  9997,2 66749  97.4347 103.1503 0003832  97.4973 262.6697 15.18480414  9010,97.4347,520.2092077500057,103.1503,97.4973,0.0003832,15.18480414,756
66751,ICEYE-X58,1 66751U 25276CP  26027.15386419  .00006383  00000-0  31537-3 0  9993,2 66751  97.4362 103.1589 0004716 103.1882 256.9878 15.18189424  9014,97.4362,521.698761552684,103.1589,103.1882,0.0004716,15.18189424,756
66752,ICEYE-X59,1 66752U 25276CQ  26027.17660911  .00005598  00000-0  29390-3 0  9999,2 66752  97.4354 103.1262 0004447 119.1163 241.0516 15.16110062  9018,97.4354,527.8141021241695,103.1262,119.1163,0.0004447,15.16110062,-1
66753,ICEYE-X60,1 66753U 25276CR  26027.17071867  .00005849  00000-0  29295-3 0  9999,2 66753  97.4355 103.1303 0003594 130.6985 229.4562 15.17753532  9015,97.4355,522.245255567438,103.1303,130.6985,0.0003594,15.17753532,758
66754,ICEYE-X61,1 66754U 25276CS  26027.15213383  .00006509  00000-0  32116-3 0  9999,2 66754  97.4355 103.1529 0004360  98.4538 261.7190 15.18234420  9010,97.4355,521.3173151128171,103.1529,98.4538,0.000436,15.1823442,756
66755,ICEYE-X62,1 66755U 25276CT  26026.33336806 -.00046858  00000-0 -23142-2 0  9996,2 66755  97.4349 102.3278 0003392 121.3115  38.3724 15.18051813  5703,97.4349,521.203084556221,102.3278,121.3115,0.0003392,15.18051813,386
66756,MAUVE,1 66756U 25276CU  26027.14749195  .00010648  00000-0  51965-3 0  9997,2 66756  97.4361 103.1662 0003093  90.8109 269.3479 15.18462875  9010,97.4361,519.7532030327711,103.1662,90.8109,0.0003093,15.18462875,661
66757,PIAST-S2,1 66757U 25276CV  26027.14171847  .00010378  00000-0  50324-3 0  9999,2 66757  97.4371 103.1813 0003062  88.1587 271.9998 15.18693360  9016,97.4371,519.034647868529,103.1813,88.1587,0.0003062,15.1869336,661
66758,PIAST-M,1 66758U 25276CW  26027.14227025  .00009352  00000-0  45481-3 0  9998,2 66758  97.4344 103.1571 0002580  92.1567 267.9963 15.18621963  9012,97.4344,518.9185913513825,103.1571,92.1567,0.000258,15.18621963,755
66762,HYDROGNSS-1,1 66762U 25276DA  26027.17364502  .00005785  00000-0  29056-3 0  9994,2 66762  97.4355 103.1269 0003583 125.4929 234.6639 15.17656862  9015,97.4355,522.5303910818379,103.1269,125.4929,0.0003583,15.17656862,758
66763,HYDROGNSS-2,1 66763U 25276DB  26027.16861052  .00005881  00000-0  29428-3 0  9996,2 66763  97.4359 103.1394 0004053 119.6787 240.4851 15.17785179  9014,97.4359,522.4657174429893,103.1394,119.6787,0.0004053,15.17785179,-1
66764,NAHLA,1 66764U 25276DC  26027.15878548  .00005335  00000-0  26559-3 0  9990,2 66764  97.4351 103.1439 0004367 101.2431 258.9294 15.18001622  9018,97.4351,522.0267823781986,103.1439,101.2431,0.0004367,15.18001622,-1
66766,T-MICROSAT-1,1 66766U 25276DE  26027.12882604  .00009675  00000-0  46532-3 0  9991,2 66766  97.4312 103.1515 0000931  69.6106 290.5228 15.19000566  9017,97.4312,516.638027063664,103.1515,69.6106,9.31e-05,15.19000566,-1
66769,SPEQTRE,1 66769U 25276DH  26027.12927192  .00008844  00000-0  42644-3 0  9993,2 66769  97.4361 103.1919 0001939  51.1831 308.9576 15.18936320  9017,97.4361,517.5264708100166,103.1919,51.1831,0.0001939,15.1893632,-1
66770,LILIUM-3,1 66770U 25276DJ  26027.13229221  .00004328  00000-0  21216-3 0  9999,2 66770  97.4399 103.2130 0002942  53.9767 306.1739 15.18655732  9015,97.4399,519.0658013261389,103.213,53.9767,0.0002942,15.18655732,-1
66772,IHI-SAT2,1 66772U 25276DL  26026.19549607  .00010786  00000-0  51280-3 0  9998,2 66772  97.4384 102.3120 0001735  37.9076 322.2281 15.19370503  8879,97.4384,516.073602924713,102.312,37.9076,0.0001735,15.19370503,386
66774,GENA-OT-1,1 66774U 25276DN  26025.00955894 -.00515770  00000-0 -21566-1 0  9995,2 66774  97.4414 101.1289 0022879 285.5137  74.3575 15.25562769  8694,97.4414,511.94460875944793,101.1289,285.5137,0.0022879,15.25562769,299
66776,LEMUR-2-LAILA,1 66776U 25276DQ  26022.17761108 -.00109937  00000-0 -53450-2 0  9997,2 66776  97.4340  98.3180 0003227  71.1101 289.0483 15.18924126  8264,97.434,518.4504133416666,98.318,71.1101,0.0003227,15.18924126,-1
66777,LUNA-1,1 66777U 25276DR  26021.50987941  .02866138  00000-0  11100+0 0  9995,2 66777  97.4401  97.7405 0019746 314.8318  45.1313 15.21869042  8167,97.4401,520.9221836631289,97.7405,314.8318,0.0019746,15.21869042,-1
66778,FORESAIL-1 PRIME,1 66778U 25276DS  26027.12787878  .00008911  00000-0  45256-3 0  9995,2 66778  97.4364 103.0383 0001509 206.9068 153.2088 15.17120039  9008,97.4364,522.7269057059493,103.0383,206.9068,0.0001509,15.17120039,-1
66791,STARLINK-35867,1 66791U 25278A   26026.90323832  .00047671  00000-0  17314-2 0  9992,2 66791  43.0015 350.7756 0001242 284.6597  75.4117 15.27567180  8811,43.0015,491.07664808100554,350.7756,284.6597,0.0001242,15.2756718,669
66792,STARLINK-35990,1 66792U 25278B   26026.91977889  .00043086  00000-0  15672-2 0  9992,2 66792  42.9992 350.0267 0000985 240.4334 119.6420 15.27557841  8828,42.9992,490.9282822256144,350.0267,240.4334,9.85e-05,15.27557841,701
66793,STARLINK-36051,1 66793U 25278C   26026.94676027  .00061317  00000-0  22199-2 0  9995,2 66793  43.0036 350.2340 0001346 239.5931 120.4788 15.27570889  8822,43.0036,491.13689710756296,350.234,239.5931,0.0001346,15.27570889,702
66794,STARLINK-36062,1 66794U 25278D   26026.95318547  .00027495  00000-0  10055-2 0  9994,2 66794  43.0021 350.2863 0001335 236.4746 123.5978 15.27561705  8827,43.0021,491.1568540552575,350.2863,236.4746,0.0001335,15.27561705,702
66795,STARLINK-36047,1 66795U 25278E   26026.94547841  .00052085  00000-0  18867-2 0  9997,2 66795  43.0045 350.2287 0001240 280.3139  79.7573 15.27618707  8821,43.0045,490.9209685084652,350.2287,280.3139,0.000124,15.27618707,702
66796,STARLINK-35964,1 66796U 25278F   26027.25001157  .00031023  00000-0  74739-3 0  9998,2 66796  42.9995 334.9607 0001307 277.1697  55.8185 15.40680664  5979,42.9995,452.12789395486095,334.9607,277.1697,0.0001307,15.40680664,-1
66797,STARLINK-36099,1 66797U 25278G   26026.93776841  .00037046  00000-0  13494-2 0  9993,2 66797  42.9960 350.1654 0000409 252.1173 107.9634 15.27571261  8820,42.996,490.4928874558322,350.1654,252.1173,4.09e-05,15.27571261,702
66798,STARLINK-36041,1 66798U 25278H   26026.95575481  .00020788  00000-0  76285-3 0  9996,2 66798  42.9986 350.2999 0001683 190.7395 169.3421 15.27577681  8828,42.9986,491.347778757317,350.2999,190.7395,0.0001683,15.27577681,702
66799,STARLINK-36044,1 66799U 25278J   26026.91720653  .00058388  00000-0  21127-2 0  9997,2 66799  42.9988 350.0017 0001412 278.6284  81.4408 15.27609795  8824,42.9988,491.0656674205875,350.0017,278.6284,0.0001412,15.27609795,701
66800,STARLINK-35996,1 66800U 25278K   26026.91208440  .00086116  00000-0  30979-2 0  9990,2 66800  43.0011 349.9666 0003185 154.6751 205.4257 15.27627413  8821,43.0011,492.2293706877157,349.9666,154.6751,0.0003185,15.27627413,701
66801,STARLINK-36080,1 66801U 25278L   26026.90193581  .00049584  00000-0  17977-2 0  9990,2 66801  43.0027 350.7593 0001780 262.8707  97.1942 15.27608361  8817,43.0027,491.32245032573957,350.7593,262.8707,0.000178,15.27608361,669
66802,STARLINK-35604,1 66802U 25278M   26026.62367828  .00049843  00000-0  18065-2 0  9994,2 66802  43.0033 352.1055 0001165 268.3726  91.6992 15.27617494  8779,43.0033,490.8731429125173,352.1055,268.3726,0.0001165,15.27617494,634
66803,STARLINK-35565,1 66803U 25278N   26026.89165686  .00033439  00000-0  12188-2 0  9996,2 66803  43.0003 350.6823 0001097 286.0345  74.0386 15.27588600  8814,43.0003,490.91301395644064,350.6823,286.0345,0.0001097,15.275886,669
66804,STARLINK-36038,1 66804U 25278P   26026.92362929  .00020522  00000-0  75279-3 0  9990,2 66804  42.9982 350.0571 0000584 199.8684 160.2145 15.27596948  8826,42.9982,490.5360384041611,350.0571,199.8684,5.84e-05,15.27596948,701
66805,STARLINK-36049,1 66805U 25278Q   26026.89422385  .00054557  00000-0  19748-2 0  9993,2 66805  43.0030 350.7025 0001084 254.3500 105.7232 15.27625083  8817,43.003,490.7948425788293,350.7025,254.35,0.0001084,15.27625083,669
66806,STARLINK-36069,1 66806U 25278R   26026.17882442  .00055403  00000-0  20058-2 0  9996,2 66806  43.0027 354.7932 0001365 265.5583  94.5113 15.27611391  8700,43.0027,491.02864077429103,354.7932,265.5583,0.0001365,15.27611391,670
66807,STARLINK-36000,1 66807U 25278S   26026.92748537  .00048703  00000-0  17664-2 0  9990,2 66807  43.0001 350.0822 0002417 285.0248  75.0336 15.27602651  8827,43.0001,491.77660392133424,350.0822,285.0248,0.0002417,15.27602651,701
