Satellite 	COSPAR 	Date 	LS 		Launch Vehicle 	Remarks
Starlink v1.5 G5-1-3 (Starlink 5101) 	2022-177C 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-4 (Starlink 5106) 	2022-177D 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-5 (Starlink 4643) 	2022-177E 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-6 (Starlink 4801) 	2022-177F 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-7 (Starlink 5107) 	2022-177G 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-8 (Starlink 5383) 	2022-177H 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-9 (Starlink 5381) 	2022-177J 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-10 (Starlink 5380) 	2022-177K 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-11 (Starlink 5394) 	2022-177L 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-12 (Starlink 5395) 	2022-177M 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-13 (Starlink 5393) 	2022-177N 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-14 (Starlink 5391) 	2022-177P 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-15 (Starlink 5386) 	2022-177Q 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-16 (Starlink 5389) 	2022-177R 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-17 (Starlink 5384) 	2022-177S 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-18 (Starlink 5369) 	2022-177T 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-19 (Starlink 5372) 	2022-177U 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-20 (Starlink 5110) 	2022-177V 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-21 (Starlink 5368) 	2022-177W 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-22 (Starlink 4659) 	2022-177X 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-23 (Starlink 5387) 	2022-177Y 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-24 (Starlink 5304) 	2022-177Z 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-25 (Starlink 5388) 	2022-177AA 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-26 (Starlink 5082) 	2022-177AB 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-27 (Starlink 5360) 	2022-177AC 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-28 (Starlink 5061) 	2022-177AD 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-29 (Starlink 5432) 	2022-177AE 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-30 (Starlink 5434) 	2022-177AF 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-31 (Starlink 5087) 	2022-177AG 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-32 (Starlink 5084) 	2022-177AH 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-33 (Starlink 5418) 	2022-177AJ 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-34 (Starlink 5427) 	2022-177AK 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-35 (Starlink 5419) 	2022-177AL 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-36 (Starlink 5416) 	2022-177AM 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-37 (Starlink 5086) 	2022-177AN 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-38 (Starlink 5078) 	2022-177AP 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-39 (Starlink 5407) 	2022-177AQ 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-40 (Starlink 5409) 	2022-177AR 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-41 (Starlink 5406) 	2022-177AS 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-42 (Starlink 5400) 	2022-177AT 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-43 (Starlink 5403) 	2022-177AU 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-44 (Starlink 5405) 	2022-177AV 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-45 (Starlink 5359) 	2022-177AW 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-46 (Starlink 5411) 	2022-177AX 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-47 (Starlink 5398) 	2022-177AY 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-48 (Starlink 5396) 	2022-177AZ 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-49 (Starlink 5379) 	2022-177BA 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-50 (Starlink 5402) 	2022-177BB 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-51 (Starlink 5401) 	2022-177BC 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-52 (Starlink 5397) 	2022-177BD 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-53 (Starlink 5390) 	2022-177BE 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-1-54 (Starlink 5091) 	2022-177BF 	28.12.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-1-1, …, G5-1-54
Starlink v1.5 G5-2-1 (Starlink 5492) 	2023-013A 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-2 (Starlink 5491) 	2023-013B 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-3 (Starlink 5493) 	2023-013C 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-4 (Starlink 5652) 	2023-013D 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-5 (Starlink 5660) 	2023-013E 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-6 (Starlink 5655) 	2023-013F 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-7 (Starlink 5667) 	2023-013G 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-8 (Starlink 5658) 	2023-013H 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-9 (Starlink 5671) 	2023-013J 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-10 (Starlink 5675) 	2023-013K 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-11 (Starlink 5670) 	2023-013L 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-12 (Starlink 5657) 	2023-013M 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-13 (Starlink 5661) 	2023-013N 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-14 (Starlink 5662) 	2023-013P 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-15 (Starlink 5653) 	2023-013Q 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-16 (Starlink 5631) 	2023-013R 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-17 (Starlink 5663) 	2023-013S 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-18 (Starlink 5609) 	2023-013T 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-19 (Starlink 5666) 	2023-013U 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-20 (Starlink 5668) 	2023-013V 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-21 (Starlink 5659) 	2023-013W 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-22 (Starlink 5547) 	2023-013X 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-23 (Starlink 5608) 	2023-013Y 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-24 (Starlink 5649) 	2023-013Z 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-25 (Starlink 5647) 	2023-013AA 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-26 (Starlink 5083) 	2023-013AB 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-27 (Starlink 5651) 	2023-013AC 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-28 (Starlink 5622) 	2023-013AD 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-29 (Starlink 5641) 	2023-013AE 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-30 (Starlink 5664) 	2023-013AF 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-31 (Starlink 5665) 	2023-013AG 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-32 (Starlink 5574) 	2023-013AH 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-33 (Starlink 5648) 	2023-013AJ 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-34 (Starlink 5627) 	2023-013AK 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-35 (Starlink 5639) 	2023-013AL 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-36 (Starlink 5654) 	2023-013AM 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-37 (Starlink 5635) 	2023-013AN 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-38 (Starlink 5625) 	2023-013AP 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-39 (Starlink 5644) 	2023-013AQ 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-40 (Starlink 5027) 	2023-013AR 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-41 (Starlink 5590) 	2023-013AS 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-42 (Starlink 5568) 	2023-013AT 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-43 (Starlink 5581) 	2023-013AU 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-44 (Starlink 5578) 	2023-013AV 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-45 (Starlink 5588) 	2023-013AW 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-46 (Starlink 5586) 	2023-013AX 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-47 (Starlink 5567) 	2023-013AY 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-48 (Starlink 5572) 	2023-013AZ 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-49 (Starlink 5569) 	2023-013BA 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-50 (Starlink 5571) 	2023-013BB 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-51 (Starlink 5575) 	2023-013BC 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-52 (Starlink 5576) 	2023-013BD 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-53 (Starlink 5531) 	2023-013BE 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-54 (Starlink 5537) 	2023-013BF 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-55 (Starlink 5556) 	2023-013BG 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-2-56 (Starlink 5555) 	2023-013BH 	26.01.2023 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-2-1, …, G5-2-56
Starlink v1.5 G5-3-1 (Starlink 5699) 	2023-015A 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-2 (Starlink 5686) 	2023-015B 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-3 (Starlink 5656) 	2023-015C 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-4 (Starlink 5683) 	2023-015D 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-5 (Starlink 5684) 	2023-015E 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-6 (Starlink 5636) 	2023-015F 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-7 (Starlink 5680) 	2023-015G 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-8 (Starlink 5058) 	2023-015H 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-9 (Starlink 5682) 	2023-015J 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-10 (Starlink 5020) 	2023-015K 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-11 (Starlink 5669) 	2023-015L 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-12 (Starlink 5678) 	2023-015M 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-13 (Starlink 5646) 	2023-015N 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-14 (Starlink 5673) 	2023-015P 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-15 (Starlink 5677) 	2023-015Q 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-16 (Starlink 5676) 	2023-015R 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-17 (Starlink 5674) 	2023-015S 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-18 (Starlink 5628) 	2023-015T 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-19 (Starlink 5679) 	2023-015U 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-20 (Starlink 5672) 	2023-015V 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-21 (Starlink 5681) 	2023-015W 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-22 (Starlink 5708) 	2023-015X 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-23 (Starlink 5711) 	2023-015Y 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-24 (Starlink 5705) 	2023-015Z 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
Starlink v1.5 G5-3-25 (Starlink 5687) 	2023-015AA 	02.02.2023 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G5-3-1, …, G5-3-53
