Satellite 	COSPAR 	Date 	LS 		Launch Vehicle 	Remarks
Starlink v1.5 G3-1-14 (Starlink 4314) 	2022-077P 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-15 (Starlink 4252) 	2022-077Q 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-16 (Starlink 4317) 	2022-077R 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-17 (Starlink 4320) 	2022-077S 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-18 (Starlink 4305) 	2022-077T 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-19 (Starlink 4308) 	2022-077U 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-20 (Starlink 4311) 	2022-077V 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-21 (Starlink 4307) 	2022-077W 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-22 (Starlink 4313) 	2022-077X 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-23 (Starlink 4312) 	2022-077Y 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-24 (Starlink 4309) 	2022-077Z 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-25 (Starlink 4306) 	2022-077AA 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-26 (Starlink 4325) 	2022-077AB 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-27 (Starlink 4323) 	2022-077AC 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-28 (Starlink 4342) 	2022-077AD 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-29 (Starlink 4328) 	2022-077AE 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-30 (Starlink 4344) 	2022-077AF 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-31 (Starlink 4346) 	2022-077AG 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-32 (Starlink 4310) 	2022-077AH 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-33 (Starlink 4348) 	2022-077AJ 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-34 (Starlink 4347) 	2022-077AK 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-35 (Starlink 4315) 	2022-077AL 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-36 (Starlink 4322) 	2022-077AM 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-37 (Starlink 4327) 	2022-077AN 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-38 (Starlink 4330) 	2022-077AP 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-39 (Starlink 4326) 	2022-077AQ 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-40 (Starlink 4321) 	2022-077AR 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-41 (Starlink 4251) 	2022-077AS 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-42 (Starlink 4319) 	2022-077AT 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-43 (Starlink 4324) 	2022-077AU 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-44 (Starlink 4318) 	2022-077AV 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-45 (Starlink 4329) 	2022-077AW 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-1-46 (Starlink 4333) 	2022-077AX 	11.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-1-1, …, G3-1-46
Starlink v1.5 G3-2-1 (Starlink 4391) 	2022-084A 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-2 (Starlink 4332) 	2022-084B 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-3 (Starlink 4369) 	2022-084C 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-4 (Starlink 4375) 	2022-084D 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-5 (Starlink 4351) 	2022-084E 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-6 (Starlink 4382) 	2022-084F 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-7 (Starlink 4404) 	2022-084G 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-8 (Starlink 4407) 	2022-084H 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-9 (Starlink 4403) 	2022-084J 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-10 (Starlink 4385) 	2022-084K 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-11 (Starlink 4395) 	2022-084L 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-12 (Starlink 4417) 	2022-084M 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-13 (Starlink 4405) 	2022-084N 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-14 (Starlink 4411) 	2022-084P 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-15 (Starlink 4409) 	2022-084Q 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-16 (Starlink 4410) 	2022-084R 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-17 (Starlink 4397) 	2022-084S 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-18 (Starlink 4408) 	2022-084T 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-19 (Starlink 4413) 	2022-084U 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-20 (Starlink 4425) 	2022-084V 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-21 (Starlink 4423) 	2022-084W 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-22 (Starlink 4427) 	2022-084X 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-23 (Starlink 4419) 	2022-084Y 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-24 (Starlink 4416) 	2022-084Z 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-25 (Starlink 4414) 	2022-084AA 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-26 (Starlink 4353) 	2022-084AB 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-27 (Starlink 4335) 	2022-084AC 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-28 (Starlink 4376) 	2022-084AD 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-29 (Starlink 4379) 	2022-084AE 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-30 (Starlink 4384) 	2022-084AF 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-31 (Starlink 4373) 	2022-084AG 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-32 (Starlink 4363) 	2022-084AH 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-33 (Starlink 4377) 	2022-084AJ 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-34 (Starlink 4381) 	2022-084AK 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-35 (Starlink 4354) 	2022-084AL 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-36 (Starlink 4356) 	2022-084AM 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-37 (Starlink 4358) 	2022-084AN 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-38 (Starlink 4359) 	2022-084AP 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-39 (Starlink 4366) 	2022-084AQ 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-40 (Starlink 4365) 	2022-084AR 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-41 (Starlink 4367) 	2022-084AS 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-42 (Starlink 4364) 	2022-084AT 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-43 (Starlink 4370) 	2022-084AU 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-44 (Starlink 4371) 	2022-084AV 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-45 (Starlink 4372) 	2022-084AW 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-2-46 (Starlink 4368) 	2022-084AX 	22.07.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-2-1, …, G3-2-46
Starlink v1.5 G3-3-1 (Starlink 4415) 	2022-099A 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-2 (Starlink 4398) 	2022-099B 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-3 (Starlink 4394) 	2022-099C 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-4 (Starlink 4400) 	2022-099D 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-5 (Starlink 4399) 	2022-099E 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-6 (Starlink 4393) 	2022-099F 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-7 (Starlink 4316) 	2022-099G 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-8 (Starlink 4447) 	2022-099H 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-9 (Starlink 4383) 	2022-099J 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-10 (Starlink 4445) 	2022-099K 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-11 (Starlink 4389) 	2022-099L 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-12 (Starlink 4378) 	2022-099M 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-13 (Starlink 4412) 	2022-099N 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-14 (Starlink 4433) 	2022-099P 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-15 (Starlink 4436) 	2022-099Q 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-16 (Starlink 4442) 	2022-099R 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-17 (Starlink 4302) 	2022-099S 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-18 (Starlink 4360) 	2022-099T 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-19 (Starlink 4401) 	2022-099U 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-20 (Starlink 4426) 	2022-099V 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-21 (Starlink 4430) 	2022-099W 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-22 (Starlink 4431) 	2022-099X 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-23 (Starlink 4432) 	2022-099Y 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-24 (Starlink 4421) 	2022-099Z 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-25 (Starlink 4392) 	2022-099AA 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-26 (Starlink 4387) 	2022-099AB 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-27 (Starlink 4450) 	2022-099AC 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-28 (Starlink 4451) 	2022-099AD 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-29 (Starlink 4361) 	2022-099AE 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-30 (Starlink 4340) 	2022-099AF 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-31 (Starlink 4429) 	2022-099AG 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-32 (Starlink 4465) 	2022-099AH 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-33 (Starlink 4453) 	2022-099AJ 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-34 (Starlink 4439) 	2022-099AK 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-35 (Starlink 4454) 	2022-099AL 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-36 (Starlink 4455) 	2022-099AM 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-37 (Starlink 4434) 	2022-099AN 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-38 (Starlink 4435) 	2022-099AP 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-39 (Starlink 4461) 	2022-099AQ 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-40 (Starlink 4448) 	2022-099AR 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-41 (Starlink 4446) 	2022-099AS 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-42 (Starlink 4437) 	2022-099AT 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-43 (Starlink 4444) 	2022-099AU 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-44 (Starlink 4443) 	2022-099AV 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-45 (Starlink 4402) 	2022-099AW 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-3-46 (Starlink 4441) 	2022-099AX 	12.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-3-1, …, G3-3-46
Starlink v1.5 G3-4-1 (Starlink 4622) 	2022-105A 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-2 (Starlink 4386) 	2022-105B 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-3 (Starlink 4380) 	2022-105C 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-4 (Starlink 4388) 	2022-105D 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-5 (Starlink 4374) 	2022-105E 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-6 (Starlink 4390) 	2022-105F 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-7 (Starlink 4420) 	2022-105G 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-8 (Starlink 4470) 	2022-105H 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-9 (Starlink 4466) 	2022-105J 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-10 (Starlink 4469) 	2022-105K 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-11 (Starlink 4452) 	2022-105L 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-12 (Starlink 4463) 	2022-105M 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-13 (Starlink 4473) 	2022-105N 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-14 (Starlink 4472) 	2022-105P 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-15 (Starlink 4357) 	2022-105Q 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-16 (Starlink 4457) 	2022-105R 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
